src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,0Si,1,1Nb,0.433013,-0.25,-0.25,-0.25,1
0,0Si,2,2Nb,0.433013,-0.25,0.25,-0.25,1
0,0Si,3,3Nb,0.433013,0.25,0.25,-0.25,1
0,0Si,4,4Nb,0.433013,0.25,-0.25,-0.25,1
0,0Si,5,5Nb,0.433013,-0.25,-0.25,0.25,1
0,0Si,6,6Nb,0.433013,-0.25,0.25,0.25,1
0,0Si,7,7Nb,0.433013,0.25,0.25,0.25,1
0,0Si,8,8Nb,0.433013,0.25,-0.25,0.25,1
0,0Si,9,9B,0.5,0.0,0.0,-0.5,1
0,0Si,10,10Nb,0.5,0.0,-0.5,0.0,1
0,0Si,11,11Nb,0.5,-0.5,0.0,0.0,1
0,0Si,12,12Nb,0.5,0.0,0.5,0.0,1
0,0Si,13,13Nb,0.5,0.5,0.0,0.0,1
0,0Si,14,14Nb,0.5,0.0,0.0,0.5,1
1,1Nb,0,0Si,0.433013,0.25,0.25,0.25,0
1,1Nb,2,2Nb,0.5,0.0,0.5,0.0,0
1,1Nb,3,3Nb,0.707107,0.5,0.5,0.0,0
1,1Nb,4,4Nb,0.5,0.5,0.0,0.0,0
1,1Nb,5,5Nb,0.5,0.0,0.0,0.5,0
1,1Nb,6,6Nb,0.707107,0.0,0.5,0.5,0
1,1Nb,7,7Nb,0.866025,0.5,0.5,0.5,0
1,1Nb,8,8Nb,0.707107,0.5,0.0,0.5,0
1,1Nb,9,9B,0.433013,0.25,0.25,-0.25,0
1,1Nb,10,10Nb,0.433013,0.25,-0.25,0.25,0
1,1Nb,11,11Nb,0.433013,-0.25,0.25,0.25,0
1,1Nb,12,12Nb,0.829156,0.25,0.75,0.25,0
1,1Nb,13,13Nb,0.829156,0.75,0.25,0.25,0
1,1Nb,14,14Nb,0.829156,0.25,0.25,0.75,0
2,2Nb,0,0Si,0.433013,0.25,-0.25,0.25,0
2,2Nb,1,1Nb,0.5,0.0,-0.5,0.0,0
2,2Nb,3,3Nb,0.5,0.5,0.0,0.0,0
2,2Nb,4,4Nb,0.707107,0.5,-0.5,0.0,0
2,2Nb,5,5Nb,0.707107,0.0,-0.5,0.5,0
2,2Nb,6,6Nb,0.5,0.0,0.0,0.5,0
2,2Nb,7,7Nb,0.707107,0.5,0.0,0.5,0
2,2Nb,8,8Nb,0.866025,0.5,-0.5,0.5,0
2,2Nb,9,9B,0.433013,0.25,-0.25,-0.25,0
2,2Nb,10,10Nb,0.829156,0.25,-0.75,0.25,0
2,2Nb,11,11Nb,0.433013,-0.25,-0.25,0.25,0
2,2Nb,12,12Nb,0.433013,0.25,0.25,0.25,0
2,2Nb,13,13Nb,0.829156,0.75,-0.25,0.25,0
2,2Nb,14,14Nb,0.829156,0.25,-0.25,0.75,0
3,3Nb,0,0Si,0.433013,-0.25,-0.25,0.25,0
3,3Nb,1,1Nb,0.707107,-0.5,-0.5,0.0,0
3,3Nb,2,2Nb,0.5,-0.5,0.0,0.0,0
3,3Nb,4,4Nb,0.5,0.0,-0.5,0.0,0
3,3Nb,5,5Nb,0.866025,-0.5,-0.5,0.5,0
3,3Nb,6,6Nb,0.707107,-0.5,0.0,0.5,0
3,3Nb,7,7Nb,0.5,0.0,0.0,0.5,0
3,3Nb,8,8Nb,0.707107,0.0,-0.5,0.5,0
3,3Nb,9,9B,0.433013,-0.25,-0.25,-0.25,0
3,3Nb,10,10Nb,0.829156,-0.25,-0.75,0.25,0
3,3Nb,11,11Nb,0.829156,-0.75,-0.25,0.25,0
3,3Nb,12,12Nb,0.433013,-0.25,0.25,0.25,0
3,3Nb,13,13Nb,0.433013,0.25,-0.25,0.25,0
3,3Nb,14,14Nb,0.829156,-0.25,-0.25,0.75,0
4,4Nb,0,0Si,0.433013,-0.25,0.25,0.25,0
