src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,Cr0,1,Mo1,0.433013,-0.25,-0.25,0.25,1
0,Cr0,2,Mo2,0.433013,-0.25,0.25,0.25,1
0,Cr0,3,Mo3,0.433013,0.25,0.25,0.25,1
0,Cr0,4,Mo4,0.433013,0.25,-0.25,0.25,1
0,Cr0,5,Mo5,0.433013,-0.25,-0.25,-0.25,1
0,Cr0,6,Mo6,0.433013,-0.25,0.25,-0.25,1
0,Cr0,7,Mo7,0.433013,0.25,0.25,-0.25,1
0,Cr0,8,Mo8,0.433013,0.25,-0.25,-0.25,1
0,Cr0,9,Mn9,0.5,-0.5,0.0,0.0,1
0,Cr0,10,Mo10,0.5,0.0,0.5,0.0,1
0,Cr0,11,Mo11,0.5,0.5,0.0,0.0,1
0,Cr0,12,Mo12,0.5,0.0,-0.5,0.0,1
0,Cr0,13,Mo13,0.5,0.0,0.0,-0.5,1
0,Cr0,14,Mo14,0.5,0.0,0.0,0.5,1
1,Mo1,0,Cr0,0.433013,0.25,0.25,-0.25,0
1,Mo1,2,Mo2,0.5,0.0,0.5,0.0,0
1,Mo1,3,Mo3,0.707107,0.5,0.5,0.0,0
1,Mo1,4,Mo4,0.5,0.5,0.0,0.0,0
1,Mo1,5,Mo5,0.5,0.0,0.0,-0.5,0
1,Mo1,6,Mo6,0.707107,0.0,0.5,-0.5,0
1,Mo1,7,Mo7,0.866025,0.5,0.5,-0.5,0
1,Mo1,8,Mo8,0.707107,0.5,0.0,-0.5,0
1,Mo1,9,Mn9,0.433013,-0.25,0.25,-0.25,0
1,Mo1,10,Mo10,0.829156,0.25,0.75,-0.25,0
1,Mo1,11,Mo11,0.829156,0.75,0.25,-0.25,0
1,Mo1,12,Mo12,0.433013,0.25,-0.25,-0.25,0
1,Mo1,13,Mo13,0.829156,0.25,0.25,-0.75,0
1,Mo1,14,Mo14,0.433013,0.25,0.25,0.25,0
2,Mo2,0,Cr0,0.433013,0.25,-0.25,-0.25,0
2,Mo2,1,Mo1,0.5,0.0,-0.5,0.0,0
2,Mo2,3,Mo3,0.5,0.5,0.0,0.0,0
2,Mo2,4,Mo4,0.707107,0.5,-0.5,0.0,0
2,Mo2,5,Mo5,0.707107,0.0,-0.5,-0.5,0
2,Mo2,6,Mo6,0.5,0.0,0.0,-0.5,0
2,Mo2,7,Mo7,0.707107,0.5,0.0,-0.5,0
2,Mo2,8,Mo8,0.866025,0.5,-0.5,-0.5,0
2,Mo2,9,Mn9,0.433013,-0.25,-0.25,-0.25,0
2,Mo2,10,Mo10,0.433013,0.25,0.25,-0.25,0
2,Mo2,11,Mo11,0.829156,0.75,-0.25,-0.25,0
2,Mo2,12,Mo12,0.829156,0.25,-0.75,-0.25,0
2,Mo2,13,Mo13,0.829156,0.25,-0.25,-0.75,0
2,Mo2,14,Mo14,0.433013,0.25,-0.25,0.25,0
3,Mo3,0,Cr0,0.433013,-0.25,-0.25,-0.25,0
3,Mo3,1,Mo1,0.707107,-0.5,-0.5,0.0,0
3,Mo3,2,Mo2,0.5,-0.5,0.0,0.0,0
3,Mo3,4,Mo4,0.5,0.0,-0.5,0.0,0
3,Mo3,5,Mo5,0.866025,-0.5,-0.5,-0.5,0
3,Mo3,6,Mo6,0.707107,-0.5,0.0,-0.5,0
3,Mo3,7,Mo7,0.5,0.0,0.0,-0.5,0
3,Mo3,8,Mo8,0.707107,0.0,-0.5,-0.5,0
3,Mo3,9,Mn9,0.829156,-0.75,-0.25,-0.25,0
3,Mo3,10,Mo10,0.433013,-0.25,0.25,-0.25,0
3,Mo3,11,Mo11,0.433013,0.25,-0.25,-0.25,0
3,Mo3,12,Mo12,0.829156,-0.25,-0.75,-0.25,0
3,Mo3,13,Mo13,0.829156,-0.25,-0.25,-0.75,0
3,Mo3,14,Mo14,0.433013,-0.25,-0.25,0.25,0
4,Mo4,0,Cr0,0.433013,-0.25,0.25,-0.25,0
4,Mo4,1,Mo1,0.5,-0.5,0.0,0.0,0
4,Mo4,2,Mo2,0.707107,-0.5,0.5,0.0,0
4,Mo4,3,Mo3,0.5,0.0,0.5,0.0,0
4,Mo4,5,Mo5,0.707107,-0.5,0.0,-0.5,0
4,Mo4,6,Mo6,0.866025,-0.5,0.5,-0.5,0
4,Mo4,7,Mo7,0.707107,0.0,0.5,-0.5,0
4,Mo4,8,Mo8,0.5,0.0,0.0,-0.5,0
4,Mo4,9,Mn9,0.829156,-0.75,0.25,-0.25,0
4,Mo4,10,Mo10,0.829156,-0.25,0.75,-0.25,0
4,Mo4,11,Mo11,0.433013,0.25,0.25,-0.25,0
4,Mo4,12,Mo12,0.433013,-0.25,-0.25,-0.25,0
4,Mo4,13,Mo13,0.829156,-0.25,0.25,-0.75,0
4,Mo4,14,Mo14,0.433013,-0.25,0.25,0.25,0
5,Mo5,0,Cr0,0.433013,0.25,0.25,0.25,0
5,Mo5,1,Mo1,0.5,0.0,0.0,0.5,0
5,Mo5,2,Mo2,0.707107,0.0,0.5,0.5,0
5,Mo5,3,Mo3,0.866025,0.5,0.5,0.5,0
5,Mo5,4,Mo4,0.707107,0.5,0.0,0.5,0
5,Mo5,6,Mo6,0.5,0.0,0.5,0.0,0
5,Mo5,7,Mo7,0.707107,0.5,0.5,0.0,0
5,Mo5,8,Mo8,0.5,0.5,0.0,0.0,0
5,Mo5,9,Mn9,0.433013,-0.25,0.25,0.25,0
5,Mo5,10,Mo10,0.829156,0.25,0.75,0.25,0
5,Mo5,11,Mo11,0.829156,0.75,0.25,0.25,0
5,Mo5,12,Mo12,0.433013,0.25,-0.25,0.25,0
5,Mo5,13,Mo13,0.433013,0.25,0.25,-0.25,0
5,Mo5,14,Mo14,0.829156,0.25,0.25,0.75,0
6,Mo6,0,Cr0,0.433013,0.25,-0.25,0.25,0
6,Mo6,1,Mo1,0.707107,0.0,-0.5,0.5,0
6,Mo6,2,Mo2,0.5,0.0,0.0,0.5,0
6,Mo6,3,Mo3,0.707107,0.5,0.0,0.5,0
6,Mo6,4,Mo4,0.866025,0.5,-0.5,0.5,0
6,Mo6,5,Mo5,0.5,0.0,-0.5,0.0,0
6,Mo6,7,Mo7,0.5,0.5,0.0,0.0,0
6,Mo6,8,Mo8,0.707107,0.5,-0.5,0.0,0
6,Mo6,9,Mn9,0.433013,-0.25,-0.25,0.25,0
6,Mo6,10,Mo10,0.433013,0.25,0.25,0.25,0
6,Mo6,11,Mo11,0.829156,0.75,-0.25,0.25,0
6,Mo6,12,Mo12,0.829156,0.25,-0.75,0.25,0
6,Mo6,13,Mo13,0.433013,0.25,-0.25,-0.25,0
6,Mo6,14,Mo14,0.829156,0.25,-0.25,0.75,0
7,Mo7,0,Cr0,0.433013,-0.25,-0.25,0.25,0
7,Mo7,1,Mo1,0.866025,-0.5,-0.5,0.5,0
7,Mo7,2,Mo2,0.707107,-0.5,0.0,0.5,0
7,Mo7,3,Mo3,0.5,0.0,0.0,0.5,0
7,Mo7,4,Mo4,0.707107,0.0,-0.5,0.5,0
7,Mo7,5,Mo5,0.707107,-0.5,-0.5,0.0,0
7,Mo7,6,Mo6,0.5,-0.5,0.0,0.0,0
7,Mo7,8,Mo8,0.5,0.0,-0.5,0.0,0
7,Mo7,9,Mn9,0.829156,-0.75,-0.25,0.25,0
7,Mo7,10,Mo10,0.433013,-0.25,0.25,0.25,0
7,Mo7,11,Mo11,0.433013,0.25,-0.25,0.25,0
7,Mo7,12,Mo12,0.829156,-0.25,-0.75,0.25,0
7,Mo7,13,Mo13,0.433013,-0.25,-0.25,-0.25,0
7,Mo7,14,Mo14,0.829156,-0.25,-0.25,0.75,0
8,Mo8,0,Cr0,0.433013,-0.25,0.25,0.25,0
8,Mo8,1,Mo1,0.707107,-0.5,0.0,0.5,0
8,Mo8,2,Mo2,0.866025,-0.5,0.5,0.5,0
8,Mo8,3,Mo3,0.707107,0.0,0.5,0.5,0
8,Mo8,4,Mo4,0.5,0.0,0.0,0.5,0
8,Mo8,5,Mo5,0.5,-0.5,0.0,0.0,0
8,Mo8,6,Mo6,0.707107,-0.5,0.5,0.0,0
8,Mo8,7,Mo7,0.5,0.0,0.5,0.0,0
8,Mo8,9,Mn9,0.829156,-0.75,0.25,0.25,0
8,Mo8,10,Mo10,0.829156,-0.25,0.75,0.25,0
8,Mo8,11,Mo11,0.433013,0.25,0.25,0.25,0
8,Mo8,12,Mo12,0.433013,-0.25,-0.25,0.25,0
8,Mo8,13,Mo13,0.433013,-0.25,0.25,-0.25,0
8,Mo8,14,Mo14,0.829156,-0.25,0.25,0.75,0
9,Mn9,0,Cr0,0.5,0.5,0.0,0.0,1
9,Mn9,1,Mo1,0.433013,0.25,-0.25,0.25,1
9,Mn9,2,Mo2,0.433013,0.25,0.25,0.25,1
9,Mn9,3,Mo3,0.829156,0.75,0.25,0.25,1
9,Mn9,4,Mo4,0.829156,0.75,-0.25,0.25,1
9,Mn9,5,Mo5,0.433013,0.25,-0.25,-0.25,1
9,Mn9,6,Mo6,0.433013,0.25,0.25,-0.25,1
9,Mn9,7,Mo7,0.829156,0.75,0.25,-0.25,1
9,Mn9,8,Mo8,0.829156,0.75,-0.25,-0.25,1
9,Mn9,10,Mo10,0.707107,0.5,0.5,0.0,1
9,Mn9,11,Mo11,1.0,1.0,0.0,0.0,1
9,Mn9,12,Mo12,0.707107,0.5,-0.5,0.0,1
9,Mn9,13,Mo13,0.707107,0.5,0.0,-0.5,1
9,Mn9,14,Mo14,0.707107,0.5,0.0,0.5,1
10,Mo10,0,Cr0,0.5,0.0,-0.5,0.0,0
10,Mo10,1,Mo1,0.829156,-0.25,-0.75,0.25,0
10,Mo10,2,Mo2,0.433013,-0.25,-0.25,0.25,0
10,Mo10,3,Mo3,0.433013,0.25,-0.25,0.25,0
10,Mo10,4,Mo4,0.829156,0.25,-0.75,0.25,0
10,Mo10,5,Mo5,0.829156,-0.25,-0.75,-0.25,0
10,Mo10,6,Mo6,0.433013,-0.25,-0.25,-0.25,0
10,Mo10,7,Mo7,0.433013,0.25,-0.25,-0.25,0
10,Mo10,8,Mo8,0.829156,0.25,-0.75,-0.25,0
10,Mo10,9,Mn9,0.707107,-0.5,-0.5,0.0,0
10,Mo10,11,Mo11,0.707107,0.5,-0.5,0.0,0
10,Mo10,12,Mo12,1.0,0.0,-1.0,0.0,0
10,Mo10,13,Mo13,0.707107,0.0,-0.5,-0.5,0
10,Mo10,14,Mo14,0.707107,0.0,-0.5,0.5,0
11,Mo11,0,Cr0,0.5,-0.5,0.0,0.0,0
11,Mo11,1,Mo1,0.829156,-0.75,-0.25,0.25,0
11,Mo11,2,Mo2,0.829156,-0.75,0.25,0.25,0
11,Mo11,3,Mo3,0.433013,-0.25,0.25,0.25,0
11,Mo11,4,Mo4,0.433013,-0.25,-0.25,0.25,0
11,Mo11,5,Mo5,0.829156,-0.75,-0.25,-0.25,0
11,Mo11,6,Mo6,0.829156,-0.75,0.25,-0.25,0
11,Mo11,7,Mo7,0.433013,-0.25,0.25,-0.25,0
11,Mo11,8,Mo8,0.433013,-0.25,-0.25,-0.25,0
11,Mo11,9,Mn9,1.0,-1.0,0.0,0.0,0
11,Mo11,10,Mo10,0.707107,-0.5,0.5,0.0,0
11,Mo11,12,Mo12,0.707107,-0.5,-0.5,0.0,0
11,Mo11,13,Mo13,0.707107,-0.5,0.0,-0.5,0
11,Mo11,14,Mo14,0.707107,-0.5,0.0,0.5,0
12,Mo12,0,Cr0,0.5,0.0,0.5,0.0,0
12,Mo12,1,Mo1,0.433013,-0.25,0.25,0.25,0
12,Mo12,2,Mo2,0.829156,-0.25,0.75,0.25,0
12,Mo12,3,Mo3,0.829156,0.25,0.75,0.25,0
12,Mo12,4,Mo4,0.433013,0.25,0.25,0.25,0
12,Mo12,5,Mo5,0.433013,-0.25,0.25,-0.25,0
12,Mo12,6,Mo6,0.829156,-0.25,0.75,-0.25,0
12,Mo12,7,Mo7,0.829156,0.25,0.75,-0.25,0
12,Mo12,8,Mo8,0.433013,0.25,0.25,-0.25,0
12,Mo12,9,Mn9,0.707107,-0.5,0.5,0.0,0
12,Mo12,10,Mo10,1.0,0.0,1.0,0.0,0
12,Mo12,11,Mo11,0.707107,0.5,0.5,0.0,0
12,Mo12,13,Mo13,0.707107,0.0,0.5,-0.5,0
12,Mo12,14,Mo14,0.707107,0.0,0.5,0.5,0
13,Mo13,0,Cr0,0.5,0.0,0.0,0.5,0
13,Mo13,1,Mo1,0.829156,-0.25,-0.25,0.75,0
13,Mo13,2,Mo2,0.829156,-0.25,0.25,0.75,0
13,Mo13,3,Mo3,0.829156,0.25,0.25,0.75,0
13,Mo13,4,Mo4,0.829156,0.25,-0.25,0.75,0
13,Mo13,5,Mo5,0.433013,-0.25,-0.25,0.25,0
13,Mo13,6,Mo6,0.433013,-0.25,0.25,0.25,0
13,Mo13,7,Mo7,0.433013,0.25,0.25,0.25,0
13,Mo13,8,Mo8,0.433013,0.25,-0.25,0.25,0
13,Mo13,9,Mn9,0.707107,-0.5,0.0,0.5,0
