src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,V0,1,Mo1,0.433013,-0.25,-0.25,0.25,1
0,V0,2,Mo2,0.433013,-0.25,0.25,0.25,1
0,V0,3,Mo3,0.433013,0.25,0.25,0.25,1
0,V0,4,Mo4,0.433013,0.25,-0.25,0.25,1
0,V0,5,Mo5,0.433013,-0.25,-0.25,-0.25,1
0,V0,6,Mo6,0.433013,-0.25,0.25,-0.25,1
0,V0,7,Mo7,0.433013,0.25,0.25,-0.25,1
0,V0,8,Mo8,0.433013,0.25,-0.25,-0.25,1
0,V0,9,Mo9,0.5,-0.5,0.0,0.0,1
0,V0,10,Mo10,0.5,0.0,0.5,0.0,1
0,V0,11,Mo11,0.5,0.5,0.0,0.0,1
0,V0,12,Co12,0.5,0.0,-0.5,0.0,1
0,V0,13,Mo13,0.5,0.0,0.0,-0.5,1
0,V0,14,Mo14,0.5,0.0,0.0,0.5,1
1,Mo1,0,V0,0.433013,0.25,0.25,-0.25,0
1,Mo1,2,Mo2,0.5,0.0,0.5,0.0,0
1,Mo1,3,Mo3,0.707107,0.5,0.5,0.0,0
1,Mo1,4,Mo4,0.5,0.5,0.0,0.0,0
1,Mo1,5,Mo5,0.5,0.0,0.0,-0.5,0
1,Mo1,6,Mo6,0.707107,0.0,0.5,-0.5,0
1,Mo1,7,Mo7,0.866025,0.5,0.5,-0.5,0
1,Mo1,8,Mo8,0.707107,0.5,0.0,-0.5,0
1,Mo1,9,Mo9,0.433013,-0.25,0.25,-0.25,0
1,Mo1,10,Mo10,0.829156,0.25,0.75,-0.25,0
1,Mo1,11,Mo11,0.829156,0.75,0.25,-0.25,0
1,Mo1,12,Co12,0.433013,0.25,-0.25,-0.25,0
1,Mo1,13,Mo13,0.829156,0.25,0.25,-0.75,0
1,Mo1,14,Mo14,0.433013,0.25,0.25,0.25,0
2,Mo2,0,V0,0.433013,0.25,-0.25,-0.25,0
2,Mo2,1,Mo1,0.5,0.0,-0.5,0.0,0
2,Mo2,3,Mo3,0.5,0.5,0.0,0.0,0
2,Mo2,4,Mo4,0.707107,0.5,-0.5,0.0,0
2,Mo2,5,Mo5,0.707107,0.0,-0.5,-0.5,0
2,Mo2,6,Mo6,0.5,0.0,0.0,-0.5,0
